0	5.000000	5.000000
1	6.010041	4.067925
2	6.182945	2.826672
3	6.847227	1.052349
4	7.063715	1.105655
5	7.417541	1.219323
6	8.188734	0.745408
7	8.558691	0.669383
8	8.798135	1.612788
9	9.231495	2.248961
10	8.368295	2.500304
11	7.266372	3.100739
12	7.240124	4.683325
13	8.257540	4.516665
14	8.407924	4.331002
15	8.397725	5.575354
16	8.561820	6.501024
17	9.222780	6.663325
18	9.408777	7.267484
19	9.403046	7.331195
20	9.879156	7.631956
21	9.840366	6.787954
22	9.760033	6.730680
23	9.890115	5.495447
24	9.907217	4.703507
25	7.227552	6.686360
26	6.042382	7.372609
27	4.917632	9.907787
28	2.526322	9.074539
29	2.372216	9.889859
30	0.941389	8.872032
31	1.159507	6.273917
32	2.269548	4.785523
33	0.642322	4.445505
34	2.427582	3.879825
35	4.405309	2.896873
36	4.438741	2.070916
37	5.096997	1.124609
38	4.023713	0.641723
39	2.814473	0.772896
40	2.519502	1.102413
41	1.839520	1.721668
42	1.401918	0.947697
43	0.485220	1.633244
44	0.394198	1.599624
45	2.550568	2.513163
46	1.877457	2.963874
47	3.049133	6.047952
48	3.225900	6.494860
49	4.577380	5.574327
50	4.444695	4.728080
