0	5.000000	5.000000
1	6.232864	4.914744
2	3.868464	4.635917
3	4.177652	9.107603
4	7.799366	6.477452
5	3.571372	5.519723
6	3.516651	5.255929
7	9.231574	6.331606
8	6.665704	7.750058
9	6.573987	6.404455
10	4.473041	4.456960
11	6.407983	3.212413
12	4.219897	3.924827
13	6.787318	4.895686
14	1.955657	5.573789
15	2.499617	2.701906
16	4.516278	7.323512
17	6.236790	4.812096
18	4.216602	3.507564
19	4.012426	5.387202
20	4.783055	5.851889
21	2.537528	4.849739
22	8.394491	7.897727
23	5.579946	8.977193
24	3.865267	5.153849
25	5.078220	6.717873
26	2.774500	6.889118
27	6.787001	1.131588
28	8.062844	6.549482
29	5.582485	4.694627
30	5.179047	6.125700
31	4.795095	4.271333
32	6.750214	6.458408
33	1.892304	2.712032
34	2.724813	6.509038
35	7.309975	1.194568
36	4.999321	8.552782
37	0.885921	6.118875
38	1.812439	3.797061
39	4.981491	6.510416
40	8.178082	7.637265
41	4.526260	1.795943
42	4.660582	5.856110
43	6.336566	2.407279
44	1.708784	6.031408
45	6.202734	5.807900
46	8.382924	2.099783
47	4.799937	1.142014
48	6.608677	6.547828
49	7.092981	2.331957
50	7.897882	6.296151
