0	5.000000	5.000000
1	4.473041	4.456960
2	4.795095	4.271333
3	3.865267	5.153849
4	4.012426	5.387202
5	4.660582	5.856110
6	4.783055	5.851889
7	5.179047	6.125700
8	4.981491	6.510416
9	5.078220	6.717873
10	4.516278	7.323512
11	4.999321	8.552782
12	5.579946	8.977193
13	4.177652	9.107603
14	2.774500	6.889118
15	2.724813	6.509038
16	1.708784	6.031408
17	0.885921	6.118875
18	1.955657	5.573789
19	2.537528	4.849739
20	2.499617	2.701906
21	1.892304	2.712032
22	1.812439	3.797061
23	3.516651	5.255929
24	3.571372	5.519723
25	3.868464	4.635917
26	4.219897	3.924827
27	4.216602	3.507564
28	4.526260	1.795943
29	4.799937	1.142014
30	6.787001	1.131588
31	7.309975	1.194568
32	7.092981	2.331957
33	8.382924	2.099783
34	6.336566	2.407279
35	6.407983	3.212413
36	6.236790	4.812096
37	6.232864	4.914744
38	6.202734	5.807900
39	6.573987	6.404455
40	6.608677	6.547828
41	6.665704	7.750058
42	8.394491	7.897727
43	8.178082	7.637265
44	8.062844	6.549482
45	9.231574	6.331606
46	7.799366	6.477452
47	7.897882	6.296151
48	6.750214	6.458408
49	6.787318	4.895686
50	5.582485	4.694627
