0.000	4.639	0.000	4.639	240.000	0.000	0.000	14.521	0.000
0.000	4.906	0.000	4.906	231.000	0.000	0.000	15.033	0.000
0.000	4.908	0.000	4.908	207.000	0.000	0.000	14.940	0.000
0.000	4.477	0.000	4.477	231.000	0.000	0.000	14.469	0.000
0.000	4.654	0.000	4.654	240.000	0.000	0.000	14.413	0.000
0.000	5.111	0.000	5.111	327.000	0.000	0.000	15.047	0.000
0.000	5.087	0.000	5.087	225.000	0.000	0.000	15.162	0.000
0.000	4.396	0.000	4.396	243.000	0.000	0.000	14.344	0.000
0.000	4.488	0.000	4.488	237.000	0.000	0.000	14.281	0.000
0.000	5.081	0.000	5.081	243.000	0.000	0.000	15.042	0.000
0.000	4.329	0.000	4.329	246.000	0.000	0.000	14.248	0.000
0.000	4.448	0.000	4.448	252.000	0.000	0.000	14.359	0.000
0.000	5.115	0.000	5.115	249.000	0.000	0.000	14.794	0.000
0.000	4.814	0.000	4.814	261.000	0.000	0.000	14.765	0.000
0.000	5.030	0.000	5.030	258.000	0.000	0.000	14.853	0.000
0.000	4.394	0.000	4.394	306.000	0.000	0.000	14.161	0.000
0.000	4.822	0.000	4.822	213.000	0.000	0.000	14.539	0.000
0.000	4.282	0.000	4.282	255.000	0.000	0.000	14.192	0.000
0.000	5.139	0.000	5.139	210.000	0.000	0.000	15.282	0.000
0.000	4.399	0.000	4.399	216.000	0.000	0.000	14.342	0.000
0.000	5.082	0.000	5.082	297.000	0.000	0.000	14.834	0.000
0.000	4.667	0.000	4.667	285.000	0.000	0.000	14.490	0.000
0.000	4.884	0.000	4.884	246.000	0.000	0.000	14.803	0.000
0.000	4.502	0.000	4.502	258.000	0.000	0.000	14.334	0.000
0.000	4.394	0.000	4.394	216.000	0.000	0.000	14.494	0.000
0.000	4.567	0.000	4.567	231.000	0.000	0.000	14.244	0.000
0.000	5.053	0.000	5.053	282.000	0.000	0.000	15.010	0.000
0.000	5.129	0.000	5.129	246.000	0.000	0.000	14.764	0.000
0.000	4.669	0.000	4.669	243.000	0.000	0.000	14.740	0.000
0.000	5.297	0.000	5.297	240.000	0.000	0.000	15.111	0.000
0.000	4.584	0.000	4.584	273.000	0.000	0.000	14.523	0.000
0.000	5.194	0.000	5.194	234.000	0.000	0.000	15.129	0.000
0.000	5.113	0.000	5.113	243.000	0.000	0.000	15.087	0.000
0.000	4.730	0.000	4.730	234.000	0.000	0.000	14.762	0.000
0.000	4.524	0.000	4.524	222.000	0.000	0.000	14.483	0.000
0.000	4.359	0.000	4.359	267.000	0.000	0.000	14.164	0.000
0.000	5.039	0.000	5.039	255.000	0.000	0.000	14.941	0.000
0.000	4.727	0.000	4.727	216.000	0.000	0.000	14.466	0.000
0.000	4.447	0.000	4.447	180.000	0.000	0.000	14.305	0.000
0.000	4.898	0.000	4.898	201.000	0.000	0.000	14.687	0.000
