0	5.000000	5.000000
1	6.466454	4.898591
2	2.575243	4.219810
3	4.865265	5.672997
4	7.483237	6.310606
5	4.001764	5.363150
6	2.767063	5.385259
7	5.740609	5.233057
8	6.037450	6.712818
9	6.131892	6.009977
10	3.194876	3.139792
11	5.696150	4.116161
12	4.034335	3.669075
13	6.890365	4.889672
14	3.889674	5.209271
15	4.428953	4.475152
16	4.527841	7.267966
17	6.260718	4.808461
18	3.808144	2.729417
19	3.483247	5.594680
20	4.818526	5.712603
21	2.287038	4.834454
22	6.790664	6.528611
23	5.116131	5.796408
24	2.384260	5.354646
25	5.030355	5.666655
26	6.856573	9.213938
27	7.320851	9.361222
28	9.179875	2.779399
29	2.972949	1.506009
30	4.867850	9.157863
31	4.966388	9.064093
32	9.422212	4.554953
33	2.906239	0.636565
34	1.273374	7.623622
35	9.587923	6.957107
36	0.529927	6.645138
37	6.315989	9.762399
38	2.918119	9.243574
39	2.489266	1.567640
40	4.202242	0.157822
41	0.407706	5.925994
42	6.565148	8.795164
43	3.676964	9.410055
44	8.015242	8.653759
45	8.507967	7.376597
46	0.017694	5.258083
47	9.832670	4.719686
48	8.228033	1.961550
49	7.498457	9.007759
50	3.420949	9.393491
