0	5.000000	5.000000
1	5.740609	5.233057
2	6.131892	6.009977
3	6.037450	6.712818
4	6.315989	9.762399
5	6.856573	9.213938
6	6.565148	8.795164
7	6.790664	6.528611
8	7.320851	9.361222
9	7.498457	9.007759
10	7.483237	6.310606
11	9.832670	4.719686
12	8.015242	8.653759
13	9.587923	6.957107
14	8.507967	7.376597
15	6.890365	4.889672
16	8.228033	1.961550
17	9.179875	2.779399
18	9.422212	4.554953
19	6.466454	4.898591
20	6.260718	4.808461
21	5.696150	4.116161
22	4.428953	4.475152
23	4.034335	3.669075
24	3.808144	2.729417
25	4.202242	0.157822
26	2.906239	0.636565
27	2.972949	1.506009
28	3.194876	3.139792
29	2.489266	1.567640
30	2.575243	4.219810
31	2.287038	4.834454
32	0.017694	5.258083
33	2.384260	5.354646
34	1.273374	7.623622
35	0.529927	6.645138
36	0.407706	5.925994
37	2.767063	5.385259
38	3.483247	5.594680
39	3.889674	5.209271
40	4.001764	5.363150
41	4.818526	5.712603
42	4.527841	7.267966
43	4.867850	9.157863
44	2.918119	9.243574
45	3.420949	9.393491
46	3.676964	9.410055
47	4.966388	9.064093
48	4.865265	5.672997
49	5.030355	5.666655
50	5.116131	5.796408
