0	5.000000	5.000000
1	5.358971	4.967185
2	4.511410	3.819184
3	6.127698	2.808286
4	5.905016	0.449385
5	6.730065	0.869988
6	6.789204	1.145741
7	7.998906	2.948081
8	9.205579	4.145136
9	9.340494	3.855821
10	8.906004	1.913166
11	9.081904	2.129485
12	9.023963	3.180997
13	8.991325	2.718791
14	5.130694	2.824300
15	5.092557	0.858634
16	5.250066	0.900383
17	3.041644	4.329224
18	2.277638	3.507870
19	0.693959	2.594754
20	2.320633	1.564011
21	2.319552	1.907702
22	3.467954	1.129866
23	2.920473	1.540326
24	2.563951	2.229611
25	1.248619	2.427425
26	1.604244	2.303294
27	1.649592	2.488253
28	2.314988	1.947815
29	2.941272	3.095462
30	0.696774	4.906699
31	0.455946	6.094018
32	0.017357	5.008185
33	1.107219	6.501249
34	3.181789	6.991337
35	1.070340	7.267144
36	1.312934	7.682223
37	3.652502	7.309813
38	4.842672	8.063129
39	4.960760	9.437804
40	3.567020	9.042182
41	6.292973	8.545880
42	6.427500	8.361051
43	8.379592	8.472531
44	7.767464	8.570479
45	6.653732	7.370527
46	9.724575	6.293962
47	9.071602	5.980886
48	9.130272	7.547752
49	5.949503	6.449161
50	4.974601	5.227316
