0	5.000000	5.000000
1	9.890115	5.495447
2	2.814473	0.772896
3	4.444695	4.728080
4	0.485220	1.633244
5	1.159507	6.273917
6	8.561820	6.501024
7	9.907217	4.703507
8	6.182945	2.826672
9	9.760033	6.730680
10	4.405309	2.896873
11	5.096997	1.124609
12	2.269548	4.785523
13	2.427582	3.879825
14	8.188734	0.745408
15	9.231495	2.248961
16	7.063715	1.105655
17	6.010041	4.067925
18	8.368295	2.500304
19	4.577380	5.574327
20	2.519502	1.102413
21	7.266372	3.100739
22	8.257540	4.516665
23	0.941389	8.872032
24	7.417541	1.219323
25	8.558691	0.669383
26	1.839520	1.721668
27	9.222780	6.663325
28	2.550568	2.513163
29	9.840366	6.787954
30	4.023713	0.641723
31	4.438741	2.070916
32	3.225900	6.494860
33	7.240124	4.683325
34	1.877457	2.963874
35	1.401918	0.947697
36	4.917632	9.907787
37	8.798135	1.612788
38	3.049133	6.047952
39	9.403046	7.331195
40	0.394198	1.599624
41	0.642322	4.445505
42	8.397725	5.575354
43	9.879156	7.631956
44	9.408777	7.267484
45	2.526322	9.074539
46	6.847227	1.052349
47	6.042382	7.372609
48	2.372216	9.889859
49	8.407924	4.331002
50	7.227552	6.686360
